context,text,response,intent
[""],"I love to make art","How lovely!",chitchat
[""],"I love to meditate","How lovely!",chitchat
[""],"I love to paint","How lovely!",chitchat
[""],"I love to party","How lovely!",chitchat
[""],"I love to play cards","How lovely!",chitchat
[""],"I love to play games","How lovely!",chitchat
[""],"I love to hike","How lovely!",chitchat
[""],"I love to dream","How lovely!",chitchat
[""],"I love New Zealand","How lovely!",chitchat
[""],"I love to be surprised","How lovely!",chitchat
[""],"I love to collect comic books","How lovely!",chitchat
[""],"I love to cuddle","How lovely!",chitchat
[""],"I love to dance","How lovely!",chitchat
[""],"I love to do laundry","How lovely!",chitchat
[""],"I love to fold clothing","How lovely!",chitchat
[""],"I love to draw","How lovely!",chitchat
[""],"I love to exercise","How lovely!",chitchat
[""],"I love to drink","How lovely!",chitchat
[""],"I love to drink beer","How lovely!",chitchat
[""],"I love to drink tea","How lovely!",chitchat
[""],"I love to drink wine","How lovely!",chitchat
[""],"I love to eat","How lovely!",chitchat
[""],"I love to eat breakfast","How lovely!",chitchat
[""],"I love to play pool","How lovely!",chitchat
[""],"I love to do yoga","How lovely!",chitchat
[""],"I love watching soccer","How lovely!",chitchat
[""],"I love to play piano","How lovely!",chitchat
[""],"I love trees","How lovely!",chitchat
[""],"I love trivia","How lovely!",chitchat
[""],"I love Vegas","How lovely!",chitchat
[""],"I love video games","How lovely!",chitchat
[""],"I love tomatoes","How lovely!",chitchat
[""],"I love watching football","How lovely!",chitchat
[""],"I love Tokyo","How lovely!",chitchat
[""],"I love watching TV","How lovely!",chitchat
[""],"I love water","How lovely!",chitchat
[""],"I love wednesdays","How lovely!",chitchat
[""],"I love weed","How lovely!",chitchat
[""],"I love wine","How lovely!",chitchat
[""],"I love woodworking","How lovely!",chitchat
[""],"I love working out","How lovely!",chitchat
[""],"I love watching baseball","How lovely!",chitchat
[""],"I love to stay up late","How lovely!",chitchat
[""],"I love this song","How lovely!",chitchat
[""],"I love to play sports","How lovely!",chitchat
[""],"I love to play video games","How lovely!",chitchat
[""],"I love to read the news","How lovely!",chitchat
[""],"I love to ride my bike","How lovely!",chitchat
[""],"I love to sing","How lovely!",chitchat
[""],"I love to sleep","How lovely!",chitchat
[""],"I love traveling","How lovely!",chitchat
[""],"I love to smoke","How lovely!",chitchat
[""],"I love to play poker","How lovely!",chitchat
[""],"I love to tidy up","How lovely!",chitchat
[""],"I love to travel","How lovely!",chitchat
[""],"I love to try new restaurants","How lovely!",chitchat
[""],"I love to try new things","How lovely!",chitchat
[""],"I love to wake up early","How lovely!",chitchat
[""],"I love to walk in the park","How lovely!",chitchat
[""],"I love to work out","How lovely!",chitchat
[""],"I love to sleep in","How lovely!",chitchat
[""],"I love running","How lovely!",chitchat
[""],"I love puzzles","How lovely!",chitchat
[""],"I love rainy days","How lovely!",chitchat
[""],"I love rap","How lovely!",chitchat
[""],"I love reading","How lovely!",chitchat
[""],"I love rings","How lovely!",chitchat
[""],"I love rock climbing","How lovely!",chitchat
[""],"I love to barbecue","How lovely!",chitchat
[""],"I love romantic comedies","How lovely!",chitchat
[""],"I love pop","How lovely!",chitchat
[""],"I love sailing","How lovely!",chitchat
[""],"I love San Diego","How lovely!",chitchat
[""],"I love saturdays","How lovely!",chitchat
[""],"I love science fiction","How lovely!",chitchat
[""],"I love sculpting","How lovely!",chitchat
[""],"I love Seattle","How lovely!",chitchat
[""],"I love sewing","How lovely!",chitchat
[""],"I love romance novels","How lovely!",chitchat
[""],"I'm in love","How lovely!",chitchat
[""],"I love origami","How lovely!",chitchat
[""],"I love painting","How lovely!",chitchat
[""],"I love Paris","How lovely!",chitchat
[""],"I love peanut butter","How lovely!",chitchat
[""],"I love penguins","How lovely!",chitchat
[""],"I love pineapple","How lovely!",chitchat
[""],"I love pumpkin pie","How lovely!",chitchat
[""],"I love playing baseball","How lovely!",chitchat
[""],"I love pot","How lovely!",chitchat
[""],"I love playing soccer","How lovely!",chitchat
[""],"I love playing video games","How lovely!",chitchat
[""],"I love podcasts","How lovely!",chitchat
[""],"I love poetry","How lovely!",chitchat
[""],"I love politics","How lovely!",chitchat
[""],"I love sleeping in","How lovely!",chitchat
[""],"I love pizza","How lovely!",chitchat
[""],"I love the smell of fresh baked bread","How lovely!",chitchat
[""],"I love shopping","How lovely!",chitchat
[""],"I love the Fourth of July","How lovely!",chitchat
[""],"I love the future","How lovely!",chitchat
[""],"I love the Grand Canyon","How lovely!",chitchat
[""],"I love the holiday seasons","How lovely!",chitchat
[""],"I love the holidays","How lovely!",chitchat
[""],"I love the library","How lovely!",chitchat
[""],"I love the constitution","How lovely!",chitchat
[""],"I love the past","How lovely!",chitchat
[""],"I love that song","How lovely!",chitchat
[""],"I love the smell of the rain","How lovely!",chitchat
[""],"I love the spring","How lovely!",chitchat
[""],"I love the stars","How lovely!",chitchat
[""],"I love the summer","How lovely!",chitchat
[""],"I love the sun","How lovely!",chitchat
[""],"I love the winter","How lovely!",chitchat
[""],"I love the zoo","How lovely!",chitchat
[""],"I love the moon","How lovely!",chitchat
[""],"I love tacos","How lovely!",chitchat
[""],"I love NOLA","How lovely!",chitchat
[""],"I love smoking","How lovely!",chitchat
[""],"I love smooth jazz","How lovely!",chitchat
[""],"I love strawberries","How lovely!",chitchat
[""],"I love stuffed animals","How lovely!",chitchat
[""],"I love sundays","How lovely!",chitchat
[""],"I love sunny days","How lovely!",chitchat
[""],"I love the fall","How lovely!",chitchat
[""],"I love swimming","How lovely!",chitchat
[""],"I love skiing","How lovely!",chitchat
[""],"I love taking baths","How lovely!",chitchat
[""],"I love talk shows","How lovely!",chitchat
[""],"I love teriyaki","How lovely!",chitchat
[""],"I love Thai food","How lovely!",chitchat
[""],"I love Thanksgiving","How lovely!",chitchat
[""],"I love that movie","How lovely!",chitchat
[""],"I love that show","How lovely!",chitchat
[""],"I love sushi","How lovely!",chitchat
[""],"I'm feeling blue","I'm wishing for really good things for you.",chitchat
[""],"I'm feeling down","I'm wishing for really good things for you.",chitchat
[""],"I feel broken hearted","I'm wishing for really good things for you.",chitchat
[""],"I'm feeling dejected","I'm wishing for really good things for you.",chitchat
[""],"I'm feeling glum","I'm wishing for really good things for you.",chitchat
[""],"I'm tired of feeling so inconsolable all the time","I'm wishing for really good things for you.",chitchat
[""],"I feel melancholy","I'm wishing for really good things for you.",chitchat
[""],"I feel miserable today","I'm wishing for really good things for you.",chitchat
[""],"I feel sad","I'm wishing for really good things for you.",chitchat
[""],"I feel depressed","I'm wishing for really good things for you.",chitchat
[""],"I wish I could stop feeling unhappy","I'm wishing for really good things for you.",chitchat
[""],"I wish I could stop feeling downcast","I'm wishing for really good things for you.",chitchat
[""],"I wish I could stop feeling downhearted","I'm wishing for really good things for you.",chitchat
[""],"I wish I could stop feeling gloomy","I'm wishing for really good things for you.",chitchat
[""],"I wish I could stop feeling glum","I'm wishing for really good things for you.",chitchat
[""],"I wish I could stop feeling inconsolable","I'm wishing for really good things for you.",chitchat
[""],"I wish I could stop feeling melancholy","I'm wishing for really good things for you.",chitchat
[""],"I'm despairing","I'm wishing for really good things for you.",chitchat
[""],"I wish I could stop feeling sad","I'm wishing for really good things for you.",chitchat
[""],"I wish I could stop feeling despairing","I'm wishing for really good things for you.",chitchat
[""],"I'm blue","I'm wishing for really good things for you.",chitchat
[""],"I'm blue today","I'm wishing for really good things for you.",chitchat
[""],"I'm broken hearted","I'm wishing for really good things for you.",chitchat
[""],"I'm broken hearted today","I'm wishing for really good things for you.",chitchat
[""],"I'm dejected","I'm wishing for really good things for you.",chitchat
[""],"Being sad is the worst","I'm wishing for really good things for you.",chitchat
[""],"I wish I could stop feeling miserable","I'm wishing for really good things for you.",chitchat
[""],"I hate depression","I'm wishing for really good things for you.",chitchat
[""],"I feel miserable","I'm wishing for really good things for you.",chitchat
[""],"I feel pretty bummed out","I'm wishing for really good things for you.",chitchat
[""],"I feel sad today","I'm wishing for really good things for you.",chitchat
[""],"I feel unhappy","I'm wishing for really good things for you.",chitchat
[""],"I wish I could stop feeling down","I'm wishing for really good things for you.",chitchat
[""],"I am depressed","I'm wishing for really good things for you.",chitchat
[""],"I wish I could stop feeling despondent","I'm wishing for really good things for you.",chitchat
[""],"I hate feeling down","I'm wishing for really good things for you.",chitchat
[""],"I hate feeling sad constantly","I'm wishing for really good things for you.",chitchat
[""],"I hate feeling sad every day","I'm wishing for really good things for you.",chitchat
[""],"I wish I could stop feeling blue","I'm wishing for really good things for you.",chitchat
[""],"I wish I could stop feeling broken hearted","I'm wishing for really good things for you.",chitchat
[""],"I wish I could stop feeling dejected","I'm wishing for really good things for you.",chitchat
[""],"I'm despondent","I'm wishing for really good things for you.",chitchat
[""],"I feel unhappy today","I'm wishing for really good things for you.",chitchat
[""],"I'm feeling in despair today","I'm wishing for really good things for you.",chitchat
[""],"I'm feeling downcast today","I'm wishing for really good things for you.",chitchat
[""],"I'm feeling downhearted today","I'm wishing for really good things for you.",chitchat
[""],"I'm feeling dumps","I'm wishing for really good things for you.",chitchat
[""],"I'm feeling gloomy","I'm wishing for really good things for you.",chitchat
[""],"I'm feeling gloomy today","I'm wishing for really good things for you.",chitchat
[""],"I'm dejected today","I'm wishing for really good things for you.",chitchat
[""],"I'm feeling hopeless","I'm wishing for really good things for you.",chitchat
[""],"I'm feeling despondent today","I'm wishing for really good things for you.",chitchat
[""],"I'm feeling inconsolable today","I'm wishing for really good things for you.",chitchat
[""],"I'm feeling melancholy today","I'm wishing for really good things for you.",chitchat
[""],"I'm feeling miserable today","I'm wishing for really good things for you.",chitchat
[""],"I'm feeling out","I'm wishing for really good things for you.",chitchat
[""],"I'm feeling sad","I'm wishing for really good things for you.",chitchat
[""],"I'm feeling sad today","I'm wishing for really good things for you.",chitchat
[""],"I'm feeling glum today","I'm wishing for really good things for you.",chitchat
[""],"I'm despondent today","I'm wishing for really good things for you.",chitchat
[""],"I'm down","I'm wishing for really good things for you.",chitchat
[""],"I'm down today","I'm wishing for really good things for you.",chitchat
[""],"I'm downcast","I'm wishing for really good things for you.",chitchat
[""],"I'm downcast today","I'm wishing for really good things for you.",chitchat
[""],"I'm downhearted","I'm wishing for really good things for you.",chitchat
[""],"I'm feeling down today","I'm wishing for really good things for you.",chitchat
[""],"I'm feeling a little down today","I'm wishing for really good things for you.",chitchat
[""],"I'm feeling blue today","I'm wishing for really good things for you.",chitchat
[""],"I'm feeling broken hearted","I'm wishing for really good things for you.",chitchat
[""],"I'm feeling broken hearted today","I'm wishing for really good things for you.",chitchat
[""],"I'm feeling bummed today","I'm wishing for really good things for you.",chitchat
[""],"I'm feeling dejected today","I'm wishing for really good things for you.",chitchat
[""],"I feel inconsolable today","I'm wishing for really good things for you.",chitchat
[""],"I'm downhearted today","I'm wishing for really good things for you.",chitchat
[""],"I am usually bummed out","I'm wishing for really good things for you.",chitchat
[""],"I am in despair","I'm wishing for really good things for you.",chitchat
[""],"I am inconsolable","I'm wishing for really good things for you.",chitchat
[""],"I am melancholy","I'm wishing for really good things for you.",chitchat
[""],"I am miserable","I'm wishing for really good things for you.",chitchat
[""],"I am sad","I'm wishing for really good things for you.",chitchat
[""],"I am so utterly bummed out","I'm wishing for really good things for you.",chitchat
[""],"I feel melancholy today","I'm wishing for really good things for you.",chitchat
[""],"I am unhappy","I'm wishing for really good things for you.",chitchat
[""],"I am feeling broken hearted","I'm wishing for really good things for you.",chitchat
[""],"I am usually sad","I'm wishing for really good things for you.",chitchat
[""],"I can't stand feeling so blue","I'm wishing for really good things for you.",chitchat
[""],"I can't stand feeling so broken hearted","I'm wishing for really good things for you.",chitchat
[""],"I can't stand feeling so dejected","I'm wishing for really good things for you.",chitchat
[""],"I can't stand feeling so despairing","I'm wishing for really good things for you.",chitchat
[""],"I can't stand feeling so despondent","I'm wishing for really good things for you.",chitchat
[""],"I am the saddest person in the world","I'm wishing for really good things for you.",chitchat
[""],"I am dejected","I'm wishing for really good things for you.",chitchat
[""],"Depression is such a bummer","I'm wishing for really good things for you.",chitchat
[""],"Depression is the worst","I'm wishing for really good things for you.",chitchat
[""],"Every day I feel down","I'm wishing for really good things for you.",chitchat
[""],"Feeling down is the worst","I'm wishing for really good things for you.",chitchat
[""],"Being depressed is the worst","I'm wishing for really good things for you.",chitchat
[""],"I am always sad","I'm wishing for really good things for you.",chitchat
[""],"I am glum","I'm wishing for really good things for you.",chitchat
[""],"I am broken hearted","I'm wishing for really good things for you.",chitchat
[""],"I am gloomy","I'm wishing for really good things for you.",chitchat
[""],"I am always depressed","I'm wishing for really good things for you.",chitchat
[""],"I am despondent","I'm wishing for really good things for you.",chitchat
[""],"I am down","I'm wishing for really good things for you.",chitchat
[""],"I am down in the dumps","I'm wishing for really good things for you.",chitchat
[""],"I am downcast","I'm wishing for really good things for you.",chitchat
[""],"I am downhearted","I'm wishing for really good things for you.",chitchat
[""],"I can't stand feeling so downhearted","I'm wishing for really good things for you.",chitchat
[""],"I am blue","I'm wishing for really good things for you.",chitchat
[""],"I feel downhearted today","I'm wishing for really good things for you.",chitchat
[""],"I can't stand feeling so down","I'm wishing for really good things for you.",chitchat
[""],"I feel despondent today","I'm wishing for really good things for you.",chitchat
[""],"I feel down","I'm wishing for really good things for you.",chitchat
[""],"I feel down in the dumps","I'm wishing for really good things for you.",chitchat
[""],"I feel down today","I'm wishing for really good things for you.",chitchat
[""],"I feel downcast","I'm wishing for really good things for you.",chitchat
[""],"I feel dejected today","I'm wishing for really good things for you.",chitchat
[""],"I feel downhearted","I'm wishing for really good things for you.",chitchat
[""],"I feel dejected","I'm wishing for really good things for you.",chitchat
[""],"I feel gloomy","I'm wishing for really good things for you.",chitchat
[""],"I feel gloomy today","I'm wishing for really good things for you.",chitchat
[""],"I feel glum","I'm wishing for really good things for you.",chitchat
[""],"I feel glum today","I'm wishing for really good things for you.",chitchat
[""],"I feel hopeless","I'm wishing for really good things for you.",chitchat
[""],"I feel inconsolable","I'm wishing for really good things for you.",chitchat
[""],"I'm full of sadness","I'm wishing for really good things for you.",chitchat
[""],"I feel downcast today","I'm wishing for really good things for you.",chitchat
[""],"I couldn't be more dejected","I'm wishing for really good things for you.",chitchat
[""],"I can't stand feeling so gloomy","I'm wishing for really good things for you.",chitchat
[""],"I can't stand feeling so glum","I'm wishing for really good things for you.",chitchat
[""],"I can't stand feeling so inconsolable","I'm wishing for really good things for you.",chitchat
[""],"I can't stand feeling so melancholy","I'm wishing for really good things for you.",chitchat
[""],"I can't stand feeling so miserable","I'm wishing for really good things for you.",chitchat
[""],"I feel despondent","I'm wishing for really good things for you.",chitchat
[""],"I can't stand feeling so unhappy","I'm wishing for really good things for you.",chitchat
[""],"I can't stand feeling so downcast","I'm wishing for really good things for you.",chitchat
[""],"I feel blue","I'm wishing for really good things for you.",chitchat
[""],"I feel blue today","I'm wishing for really good things for you.",chitchat
[""],"I feel broken hearted today","I'm wishing for really good things for you.",chitchat
[""],"I feel bummed","I'm wishing for really good things for you.",chitchat
[""],"I feel bummed out","I'm wishing for really good things for you.",chitchat
[""],"I feel bummy today","I'm wishing for really good things for you.",chitchat
[""],"I can't stand feeling so sad","I'm wishing for really good things for you.",chitchat
[""],"I hate feeling despondent","I'm wishing for really good things for you.",chitchat
[""],"When will I ever stop feeling so unhappy?","I'm wishing for really good things for you.",chitchat
[""],"I hate feeling sad","I'm wishing for really good things for you.",chitchat
[""],"I hate feeling unhappy","I'm wishing for really good things for you.",chitchat
[""],"I hate feeling miserable","I'm wishing for really good things for you.",chitchat
[""],"I hate feeling blue","I'm wishing for really good things for you.",chitchat
[""],"I hate feeling gloomy","I'm wishing for really good things for you.",chitchat
[""],"Today has made me sad","I'm wishing for really good things for you.",chitchat
[""],"I hate feeling downhearted","I'm wishing for really good things for you.",chitchat
[""],"When will I ever stop feeling so melancholy?","I'm wishing for really good things for you.",chitchat
[""],"I hate feeling glum","I'm wishing for really good things for you.",chitchat
[""],"I hate feeling melancholy","I'm wishing for really good things for you.",chitchat
[""],"I hate feeling like I'm in despair","I'm wishing for really good things for you.",chitchat
[""],"I hate feeling dejected","I'm wishing for really good things for you.",chitchat
[""],"I hate feeling inconsolable","I'm wishing for really good things for you.",chitchat
[""],"I hate feeling like I'm broken hearted","I'm wishing for really good things for you.",chitchat
[""],"I hate feeling downcast","I'm wishing for really good things for you.",chitchat
[""],"When will I ever stop feeling so despondent?","I'm wishing for really good things for you.",chitchat
[""],"I'm feeling unhappy today","I'm wishing for really good things for you.",chitchat
[""],"Today is just a little sad","I'm wishing for really good things for you.",chitchat
[""],"Today made me sad","I'm wishing for really good things for you.",chitchat
[""],"What can I say? I'm just feeling sad","I'm wishing for really good things for you.",chitchat
[""],"When will I ever stop feeling so blue?","I'm wishing for really good things for you.",chitchat
[""],"When will I ever stop feeling so broken hearted?","I'm wishing for really good things for you.",chitchat
[""],"When will I ever stop feeling so sad?","I'm wishing for really good things for you.",chitchat
[""],"When will I ever stop feeling so despairing?","I'm wishing for really good things for you.",chitchat
[""],"When will I ever stop feeling so miserable?","I'm wishing for really good things for you.",chitchat
[""],"When will I ever stop feeling so down?","I'm wishing for really good things for you.",chitchat
[""],"When will I ever stop feeling so downcast?","I'm wishing for really good things for you.",chitchat
[""],"When will I ever stop feeling so downhearted?","I'm wishing for really good things for you.",chitchat
[""],"When will I ever stop feeling so gloomy?","I'm wishing for really good things for you.",chitchat
[""],"When will I ever stop feeling so glum?","I'm wishing for really good things for you.",chitchat
[""],"When will I ever stop feeling so inconsolable?","I'm wishing for really good things for you.",chitchat
[""],"When will I ever stop feeling so dejected?","I'm wishing for really good things for you.",chitchat
[""],"Today is just a little depressed","I'm wishing for really good things for you.",chitchat
[""],"I am usually depressed","I'm wishing for really good things for you.",chitchat
[""],"Listen, I'm just depressed","I'm wishing for really good things for you.",chitchat
[""],"My life is just depressing","I'm wishing for really good things for you.",chitchat
[""],"My life is so depressed","I'm wishing for really good things for you.",chitchat
[""],"My whole life is depressing","I'm wishing for really good things for you.",chitchat
[""],"Sometimes I just feel depressed","I'm wishing for really good things for you.",chitchat
[""],"Lately I've been so depressed","I'm wishing for really good things for you.",chitchat
[""],"Today has made me depressed","I'm wishing for really good things for you.",chitchat
[""],"I've been depressed all day","I'm wishing for really good things for you.",chitchat
[""],"This week has been depressing","I'm wishing for really good things for you.",chitchat
[""],"Today made me depressed","I'm wishing for really good things for you.",chitchat
[""],"What can I say? I'm just feeling depressed","I'm wishing for really good things for you.",chitchat
[""],"When will I ever stop feeling so depressed?","I'm wishing for really good things for you.",chitchat
[""],"I feel so melancholy","I'm wishing for really good things for you.",chitchat
[""],"My life makes me sad","I'm wishing for really good things for you.",chitchat
[""],"I have no life","I'm wishing for really good things for you.",chitchat
[""],"This week has made me depressed","I'm wishing for really good things for you.",chitchat
[""],"I'm depressed","I'm wishing for really good things for you.",chitchat
[""],"Today has been depressing","I'm wishing for really good things for you.",chitchat
[""],"I feel depressed today","I'm wishing for really good things for you.",chitchat
[""],"I hate being depressed","I'm wishing for really good things for you.",chitchat
[""],"I hate feeling depressed","I'm wishing for really good things for you.",chitchat
[""],"I hate feeling depressed constantly","I'm wishing for really good things for you.",chitchat
[""],"I hate feeling depressed every day","I'm wishing for really good things for you.",chitchat
[""],"Life is so depressing","I'm wishing for really good things for you.",chitchat
[""],"I wish I could stop feeling depressed","I'm wishing for really good things for you.",chitchat
[""],"I can't stand feeling so depressed","I'm wishing for really good things for you.",chitchat
[""],"I'm depressed today","I'm wishing for really good things for you.",chitchat
[""],"I'm feeling depressed","I'm wishing for really good things for you.",chitchat
[""],"I'm feeling depressed today","I'm wishing for really good things for you.",chitchat
[""],"I'm just feeling a bit depressed today","I'm wishing for really good things for you.",chitchat
[""],"I'm really depressed","I'm wishing for really good things for you.",chitchat
[""],"I'm so depressed","I'm wishing for really good things for you.",chitchat
[""],"I'm tired of feeling so depressed all the time","I'm wishing for really good things for you.",chitchat
[""],"Depressing day today","I'm wishing for really good things for you.",chitchat
[""],"I'm tired of feeling so downcast all the time","I'm wishing for really good things for you.",chitchat
[""],"I'm sad today","I'm wishing for really good things for you.",chitchat
[""],"I'm so sad","I'm wishing for really good things for you.",chitchat
[""],"I'm tired of feeling so blue all the time","I'm wishing for really good things for you.",chitchat
[""],"I'm tired of feeling so broken hearted all the time","I'm wishing for really good things for you.",chitchat
[""],"I'm tired of feeling so dejected all the time","I'm wishing for really good things for you.",chitchat
[""],"I'm tired of feeling so despairing all the time","I'm wishing for really good things for you.",chitchat
[""],"Today has me feeling blue","I'm wishing for really good things for you.",chitchat
[""],"I'm tired of feeling so down all the time","I'm wishing for really good things for you.",chitchat
[""],"I'm out of sorts","I'm wishing for really good things for you.",chitchat
[""],"I'm tired of feeling so downhearted all the time","I'm wishing for really good things for you.",chitchat
[""],"I'm tired of feeling so gloomy all the time","I'm wishing for really good things for you.",chitchat
[""],"I'm tired of feeling so glum all the time","I'm wishing for really good things for you.",chitchat
[""],"I'm tired of feeling so melancholy all the time","I'm wishing for really good things for you.",chitchat
[""],"I'm tired of feeling so miserable all the time","I'm wishing for really good things for you.",chitchat
[""],"I'm tired of feeling so despondent all the time","I'm wishing for really good things for you.",chitchat
[""],"I'm inconsolable today","I'm wishing for really good things for you.",chitchat
[""],"My life is sad","I'm wishing for really good things for you.",chitchat
[""],"I'm gloomy","I'm wishing for really good things for you.",chitchat
[""],"I'm gloomy today","I'm wishing for really good things for you.",chitchat
[""],"I'm glum","I'm wishing for really good things for you.",chitchat
[""],"I'm glum today","I'm wishing for really good things for you.",chitchat
[""],"I'm heartbroken","I'm wishing for really good things for you.",chitchat
[""],"I'm sad","I'm wishing for really good things for you.",chitchat
[""],"I'm in despair today","I'm wishing for really good things for you.",chitchat
[""],"I'm really sad","I'm wishing for really good things for you.",chitchat
[""],"I'm inconsolable","I'm wishing for really good things for you.",chitchat
[""],"I'm just feeling a bit sad today","I'm wishing for really good things for you.",chitchat
[""],"I'm melancholy","I'm wishing for really good things for you.",chitchat
[""],"I'm melancholy today","I'm wishing for really good things for you.",chitchat
[""],"I'm miserable today","I'm wishing for really good things for you.",chitchat
[""],"I'm miserable","I'm wishing for really good things for you.",chitchat
[""],"I'm unhappy","I'm wishing for really good things for you.",chitchat
[""],"I'm in despair","I'm wishing for really good things for you.",chitchat
[""],"My life is so sad","I'm wishing for really good things for you.",chitchat
[""],"I'm tired of feeling so sad all the time","I'm wishing for really good things for you.",chitchat
[""],"Life always sucks","I'm wishing for really good things for you.",chitchat
[""],"Life is depressing","I'm wishing for really good things for you.",chitchat
[""],"Life is heartbreaking","I'm wishing for really good things for you.",chitchat
[""],"Life is miserable","I'm wishing for really good things for you.",chitchat
[""],"Life is sad","I'm wishing for really good things for you.",chitchat
[""],"Lately I've been so sad","I'm wishing for really good things for you.",chitchat
[""],"my life is depressing","I'm wishing for really good things for you.",chitchat
[""],"Lately I've been so miserable","I'm wishing for really good things for you.",chitchat
[""],"My spirits are terrible","I'm wishing for really good things for you.",chitchat
[""],"My life is miserable","I'm wishing for really good things for you.",chitchat
[""],"Sad day today","I'm wishing for really good things for you.",chitchat
[""],"Sometimes I feel bummed out","I'm wishing for really good things for you.",chitchat
[""],"Sometimes I just feel sad","I'm wishing for really good things for you.",chitchat
[""],"This week has made me sad","I'm wishing for really good things for you.",chitchat
[""],"Today has been a trying day","I'm wishing for really good things for you.",chitchat
[""],"Listen, I'm just sad","I'm wishing for really good things for you.",chitchat
[""],"Lately I've been so despondent","I'm wishing for really good things for you.",chitchat
[""],"I'm feeling woeful","I'm wishing for really good things for you.",chitchat
[""],"I'm unhappy today","I'm wishing for really good things for you.",chitchat
[""],"I've been sad all day","I'm wishing for really good things for you.",chitchat
[""],"Just feeling a tad down","I'm wishing for really good things for you.",chitchat
[""],"Lately I've been so blue","I'm wishing for really good things for you.",chitchat
[""],"Lately I've been so broken hearted","I'm wishing for really good things for you.",chitchat
[""],"Lately I've been so unhappy","I'm wishing for really good things for you.",chitchat
[""],"Lately I've been so despairing","I'm wishing for really good things for you.",chitchat
[""],"I'm tired of feeling so unhappy all the time","I'm wishing for really good things for you.",chitchat
[""],"Lately I've been so down","I'm wishing for really good things for you.",chitchat
[""],"Lately I've been so downcast","I'm wishing for really good things for you.",chitchat
[""],"Lately I've been so downhearted","I'm wishing for really good things for you.",chitchat
[""],"Lately I've been so gloomy","I'm wishing for really good things for you.",chitchat
[""],"Lately I've been so glum","I'm wishing for really good things for you.",chitchat
[""],"Lately I've been so inconsolable","I'm wishing for really good things for you.",chitchat
[""],"Lately I've been so melancholy","I'm wishing for really good things for you.",chitchat
[""],"Lately I've been so dejected","I'm wishing for really good things for you.",chitchat
[""],"I think I'm going to overdose","The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.",chitchat
[""],"I think I'm going to die","The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.",chitchat
[""],"I'm planning to cut myself today","The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.",chitchat
[""],"I'm planning to end it all today","The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.",chitchat
[""],"I think I'm going to take pills","The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.",chitchat
[""],"I want to hurt myself","The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.",chitchat
[""],"I think I'm going to jump off a bridge","The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.",chitchat
[""],"I'm planning to drown soon","The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.",chitchat
[""],"I'm going to kill myself with a gun this week","The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.",chitchat
[""],"I'm going to commit suicide","The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.",chitchat
[""],"I think I'm going to drown","The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.",chitchat
[""],"I think I'm going to end it all","The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.",chitchat
[""],"I think I'm going to end my life","The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.",chitchat
[""],"I think I'm going to hang myself","The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.",chitchat
[""],"I think I'm going to hurt myself","The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.",chitchat
[""],"I want to drown","The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.",chitchat
[""],"I think I'm going to kill myself with a gun","The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.",chitchat
[""],"I think I'm going to commit suicide","The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.",chitchat
[""],"I think I'm going to shoot myself","The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.",chitchat
[""],"I want the pain to end","The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.",chitchat
[""],"I want to be dead","The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.",chitchat
