id,context,text,response,intent
C8643,"[""]",I love bacon,How lovely!,chitchat
C8644,"[""]",I love biking,How lovely!,chitchat
C8645,"[""]",I love ballroom dancing,How lovely!,chitchat
C8646,"[""]",I love Barcelona,How lovely!,chitchat
C8647,"[""]",I love bears,How lovely!,chitchat
C8648,"[""]",I love being happy,How lovely!,chitchat
C8649,"[""]",I love being in love,How lovely!,chitchat
C8650,"[""]",I love being inspired,How lovely!,chitchat
C8651,"[""]",I love church,How lovely!,chitchat
C8652,"[""]",I love avocado toast,How lovely!,chitchat
C8653,"[""]",I love eating,How lovely!,chitchat
C8654,"[""]",I love chocolate,How lovely!,chitchat
C8655,"[""]",I love donuts,How lovely!,chitchat
C8656,"[""]",I love drawing,How lovely!,chitchat
C8657,"[""]",I love dreaming,How lovely!,chitchat
C8658,"[""]",I love driving my car,How lovely!,chitchat
C8659,"[""]",I love ducks,How lovely!,chitchat
C8660,"[""]",I love dogs,How lovely!,chitchat
C8661,"[""]",I love Easter,How lovely!,chitchat
C8662,"[""]",I love deer,How lovely!,chitchat
C8663,"[""]",I love EDM,How lovely!,chitchat
C8664,"[""]",I love emus,How lovely!,chitchat
C8665,"[""]",I love face masks,How lovely!,chitchat
C8666,"[""]",I love fantasy books,How lovely!,chitchat
C8667,"[""]",I love feeling happy,How lovely!,chitchat
C8668,"[""]",I love feeling sad,How lovely!,chitchat
C8669,"[""]",I love NYC,How lovely!,chitchat
C8670,"[""]",I love eagles,How lovely!,chitchat
C8671,"[""]",I love cougars,How lovely!,chitchat
C8672,"[""]",I love flirting,How lovely!,chitchat
C8673,"[""]",I love classical,How lovely!,chitchat
C8674,"[""]",I love clubbing,How lovely!,chitchat
C8675,"[""]",I love coffee,How lovely!,chitchat
C8676,"[""]",I love collecting things,How lovely!,chitchat
C8677,"[""]",I love coloring books,How lovely!,chitchat
C8678,"[""]",I love comedy,How lovely!,chitchat
C8679,"[""]",I love dolphins,How lovely!,chitchat
C8680,"[""]",I love cooking,How lovely!,chitchat
C8681,"[""]",I love Christmas,How lovely!,chitchat
C8682,"[""]",I love country,How lovely!,chitchat
C8683,"[""]",I love country music,How lovely!,chitchat
C8684,"[""]",I love cows,How lovely!,chitchat
C8685,"[""]",I love crossfit,How lovely!,chitchat
C8686,"[""]",I love crossword puzzles,How lovely!,chitchat
C8687,"[""]",I love cuddling,How lovely!,chitchat
C8688,"[""]",I love dancing,How lovely!,chitchat
C8689,"[""]",I love comic con,How lovely!,chitchat
C8690,"[""]",I love to learn,How lovely!,chitchat
C8691,"[""]",I love to go shopping,How lovely!,chitchat
C8692,"[""]",I love to go to concerts,How lovely!,chitchat
C8693,"[""]",I love to go to school,How lovely!,chitchat
C8694,"[""]",I love to go to the gym,How lovely!,chitchat
C8695,"[""]",I love to go to the theater,How lovely!,chitchat
C8696,"[""]",I love to go to work,How lovely!,chitchat
C8697,"[""]",I love thursdays,How lovely!,chitchat
C8698,"[""]",I love to laugh,How lovely!,chitchat
C8699,"[""]",I love to eat burgers,How lovely!,chitchat
C8700,"[""]",I love to learn new things,How lovely!,chitchat
C8701,"[""]",I love to make art,How lovely!,chitchat
C8702,"[""]",I love to meditate,How lovely!,chitchat
C8703,"[""]",I love to paint,How lovely!,chitchat
C8704,"[""]",I love to party,How lovely!,chitchat
C8705,"[""]",I love to play cards,How lovely!,chitchat
C8706,"[""]",I love to play games,How lovely!,chitchat
C8707,"[""]",I love to hike,How lovely!,chitchat
C8708,"[""]",I love to dream,How lovely!,chitchat
C8709,"[""]",I love New Zealand,How lovely!,chitchat
C8710,"[""]",I love to be surprised,How lovely!,chitchat
C8711,"[""]",I love to collect comic books,How lovely!,chitchat
C8712,"[""]",I love to cuddle,How lovely!,chitchat
C8713,"[""]",I love to dance,How lovely!,chitchat
C8714,"[""]",I love to do laundry,How lovely!,chitchat
C8715,"[""]",I love to fold clothing,How lovely!,chitchat
C8716,"[""]",I love to draw,How lovely!,chitchat
C8717,"[""]",I love to exercise,How lovely!,chitchat
C8718,"[""]",I love to drink,How lovely!,chitchat
C8719,"[""]",I love to drink beer,How lovely!,chitchat
C8720,"[""]",I love to drink tea,How lovely!,chitchat
C8721,"[""]",I love to drink wine,How lovely!,chitchat
C8722,"[""]",I love to eat,How lovely!,chitchat
C8723,"[""]",I love to eat breakfast,How lovely!,chitchat
C8724,"[""]",I love to play pool,How lovely!,chitchat
C8725,"[""]",I love to do yoga,How lovely!,chitchat
C8726,"[""]",I love watching soccer,How lovely!,chitchat
C8727,"[""]",I love to play piano,How lovely!,chitchat
C8728,"[""]",I love trees,How lovely!,chitchat
C8729,"[""]",I love trivia,How lovely!,chitchat
C8730,"[""]",I love Vegas,How lovely!,chitchat
C8731,"[""]",I love video games,How lovely!,chitchat
C8732,"[""]",I love tomatoes,How lovely!,chitchat
C8733,"[""]",I love watching football,How lovely!,chitchat
C8734,"[""]",I love Tokyo,How lovely!,chitchat
C8735,"[""]",I love watching TV,How lovely!,chitchat
C8736,"[""]",I love water,How lovely!,chitchat
C8737,"[""]",I love wednesdays,How lovely!,chitchat
C8738,"[""]",I love weed,How lovely!,chitchat
C8739,"[""]",I love wine,How lovely!,chitchat
C8740,"[""]",I love woodworking,How lovely!,chitchat
C8741,"[""]",I love working out,How lovely!,chitchat
C8742,"[""]",I love watching baseball,How lovely!,chitchat
C8743,"[""]",I love to stay up late,How lovely!,chitchat
C8744,"[""]",I love this song,How lovely!,chitchat
C8745,"[""]",I love to play sports,How lovely!,chitchat
C8746,"[""]",I love to play video games,How lovely!,chitchat
C8747,"[""]",I love to read the news,How lovely!,chitchat
C8748,"[""]",I love to ride my bike,How lovely!,chitchat
C8749,"[""]",I love to sing,How lovely!,chitchat
C8750,"[""]",I love to sleep,How lovely!,chitchat
C8751,"[""]",I love traveling,How lovely!,chitchat
C8752,"[""]",I love to smoke,How lovely!,chitchat
C8753,"[""]",I love to play poker,How lovely!,chitchat
C8754,"[""]",I love to tidy up,How lovely!,chitchat
C8755,"[""]",I love to travel,How lovely!,chitchat
C8756,"[""]",I love to try new restaurants,How lovely!,chitchat
C8757,"[""]",I love to try new things,How lovely!,chitchat
C8758,"[""]",I love to wake up early,How lovely!,chitchat
C8759,"[""]",I love to walk in the park,How lovely!,chitchat
C8760,"[""]",I love to work out,How lovely!,chitchat
C8761,"[""]",I love to sleep in,How lovely!,chitchat
C8762,"[""]",I love running,How lovely!,chitchat
C8763,"[""]",I love puzzles,How lovely!,chitchat
C8764,"[""]",I love rainy days,How lovely!,chitchat
C8765,"[""]",I love rap,How lovely!,chitchat
C8766,"[""]",I love reading,How lovely!,chitchat
C8767,"[""]",I love rings,How lovely!,chitchat
C8768,"[""]",I love rock climbing,How lovely!,chitchat
C8769,"[""]",I love to barbecue,How lovely!,chitchat
C8770,"[""]",I love romantic comedies,How lovely!,chitchat
C8771,"[""]",I love pop,How lovely!,chitchat
C8772,"[""]",I love sailing,How lovely!,chitchat
C8773,"[""]",I love San Diego,How lovely!,chitchat
C8774,"[""]",I love saturdays,How lovely!,chitchat
C8775,"[""]",I love science fiction,How lovely!,chitchat
C8776,"[""]",I love sculpting,How lovely!,chitchat
C8777,"[""]",I love Seattle,How lovely!,chitchat
C8778,"[""]",I love sewing,How lovely!,chitchat
C8779,"[""]",I love romance novels,How lovely!,chitchat
C8780,"[""]",I'm in love,How lovely!,chitchat
C8781,"[""]",I love origami,How lovely!,chitchat
C8782,"[""]",I love painting,How lovely!,chitchat
C8783,"[""]",I love Paris,How lovely!,chitchat
C8784,"[""]",I love peanut butter,How lovely!,chitchat
C8785,"[""]",I love penguins,How lovely!,chitchat
C8786,"[""]",I love pineapple,How lovely!,chitchat
C8787,"[""]",I love pumpkin pie,How lovely!,chitchat
C8788,"[""]",I love playing baseball,How lovely!,chitchat
C8789,"[""]",I love pot,How lovely!,chitchat
C8790,"[""]",I love playing soccer,How lovely!,chitchat
C8791,"[""]",I love playing video games,How lovely!,chitchat
C8792,"[""]",I love podcasts,How lovely!,chitchat
C8793,"[""]",I love poetry,How lovely!,chitchat
C8794,"[""]",I love politics,How lovely!,chitchat
C8795,"[""]",I love sleeping in,How lovely!,chitchat
C8796,"[""]",I love pizza,How lovely!,chitchat
C8797,"[""]",I love the smell of fresh baked bread,How lovely!,chitchat
C8798,"[""]",I love shopping,How lovely!,chitchat
C8799,"[""]",I love the Fourth of July,How lovely!,chitchat
C8800,"[""]",I love the future,How lovely!,chitchat
C8801,"[""]",I love the Grand Canyon,How lovely!,chitchat
C8802,"[""]",I love the holiday seasons,How lovely!,chitchat
C8803,"[""]",I love the holidays,How lovely!,chitchat
C8804,"[""]",I love the library,How lovely!,chitchat
C8805,"[""]",I love the constitution,How lovely!,chitchat
C8806,"[""]",I love the past,How lovely!,chitchat
C8807,"[""]",I love that song,How lovely!,chitchat
C8808,"[""]",I love the smell of the rain,How lovely!,chitchat
C8809,"[""]",I love the spring,How lovely!,chitchat
C8810,"[""]",I love the stars,How lovely!,chitchat
C8811,"[""]",I love the summer,How lovely!,chitchat
C8812,"[""]",I love the sun,How lovely!,chitchat
C8813,"[""]",I love the winter,How lovely!,chitchat
C8814,"[""]",I love the zoo,How lovely!,chitchat
C8815,"[""]",I love the moon,How lovely!,chitchat
C8816,"[""]",I love tacos,How lovely!,chitchat
C8817,"[""]",I love NOLA,How lovely!,chitchat
C8818,"[""]",I love smoking,How lovely!,chitchat
C8819,"[""]",I love smooth jazz,How lovely!,chitchat
C8820,"[""]",I love strawberries,How lovely!,chitchat
C8821,"[""]",I love stuffed animals,How lovely!,chitchat
C8822,"[""]",I love sundays,How lovely!,chitchat
C8823,"[""]",I love sunny days,How lovely!,chitchat
C8824,"[""]",I love the fall,How lovely!,chitchat
C8825,"[""]",I love swimming,How lovely!,chitchat
C8826,"[""]",I love skiing,How lovely!,chitchat
C8827,"[""]",I love taking baths,How lovely!,chitchat
C8828,"[""]",I love talk shows,How lovely!,chitchat
C8829,"[""]",I love teriyaki,How lovely!,chitchat
C8830,"[""]",I love Thai food,How lovely!,chitchat
C8831,"[""]",I love Thanksgiving,How lovely!,chitchat
C8832,"[""]",I love that movie,How lovely!,chitchat
C8833,"[""]",I love that show,How lovely!,chitchat
C8834,"[""]",I love sushi,How lovely!,chitchat
C8835,"[""]",I'm feeling blue,I'm wishing for really good things for you.,chitchat
C8836,"[""]",I'm feeling down,I'm wishing for really good things for you.,chitchat
C8837,"[""]",I feel broken hearted,I'm wishing for really good things for you.,chitchat
C8838,"[""]",I'm feeling dejected,I'm wishing for really good things for you.,chitchat
C8839,"[""]",I'm feeling glum,I'm wishing for really good things for you.,chitchat
C8840,"[""]",I'm tired of feeling so inconsolable all the time,I'm wishing for really good things for you.,chitchat
C8841,"[""]",I feel melancholy,I'm wishing for really good things for you.,chitchat
C8842,"[""]",I feel miserable today,I'm wishing for really good things for you.,chitchat
C8843,"[""]",I feel sad,I'm wishing for really good things for you.,chitchat
C8844,"[""]",I feel depressed,I'm wishing for really good things for you.,chitchat
C8845,"[""]",I wish I could stop feeling unhappy,I'm wishing for really good things for you.,chitchat
C8846,"[""]",I wish I could stop feeling downcast,I'm wishing for really good things for you.,chitchat
C8847,"[""]",I wish I could stop feeling downhearted,I'm wishing for really good things for you.,chitchat
C8848,"[""]",I wish I could stop feeling gloomy,I'm wishing for really good things for you.,chitchat
C8849,"[""]",I wish I could stop feeling glum,I'm wishing for really good things for you.,chitchat
C8850,"[""]",I wish I could stop feeling inconsolable,I'm wishing for really good things for you.,chitchat
C8851,"[""]",I wish I could stop feeling melancholy,I'm wishing for really good things for you.,chitchat
C8852,"[""]",I'm despairing,I'm wishing for really good things for you.,chitchat
C8853,"[""]",I wish I could stop feeling sad,I'm wishing for really good things for you.,chitchat
C8854,"[""]",I wish I could stop feeling despairing,I'm wishing for really good things for you.,chitchat
C8855,"[""]",I'm blue,I'm wishing for really good things for you.,chitchat
C8856,"[""]",I'm blue today,I'm wishing for really good things for you.,chitchat
C8857,"[""]",I'm broken hearted,I'm wishing for really good things for you.,chitchat
C8858,"[""]",I'm broken hearted today,I'm wishing for really good things for you.,chitchat
C8859,"[""]",I'm dejected,I'm wishing for really good things for you.,chitchat
C8860,"[""]",Being sad is the worst,I'm wishing for really good things for you.,chitchat
C8861,"[""]",I wish I could stop feeling miserable,I'm wishing for really good things for you.,chitchat
C8862,"[""]",I hate depression,I'm wishing for really good things for you.,chitchat
C8863,"[""]",I feel miserable,I'm wishing for really good things for you.,chitchat
C8864,"[""]",I feel pretty bummed out,I'm wishing for really good things for you.,chitchat
C8865,"[""]",I feel sad today,I'm wishing for really good things for you.,chitchat
C8866,"[""]",I feel unhappy,I'm wishing for really good things for you.,chitchat
C8867,"[""]",I wish I could stop feeling down,I'm wishing for really good things for you.,chitchat
C8868,"[""]",I am depressed,I'm wishing for really good things for you.,chitchat
C8869,"[""]",I wish I could stop feeling despondent,I'm wishing for really good things for you.,chitchat
C8870,"[""]",I hate feeling down,I'm wishing for really good things for you.,chitchat
C8871,"[""]",I hate feeling sad constantly,I'm wishing for really good things for you.,chitchat
C8872,"[""]",I hate feeling sad every day,I'm wishing for really good things for you.,chitchat
C8873,"[""]",I wish I could stop feeling blue,I'm wishing for really good things for you.,chitchat
C8874,"[""]",I wish I could stop feeling broken hearted,I'm wishing for really good things for you.,chitchat
C8875,"[""]",I wish I could stop feeling dejected,I'm wishing for really good things for you.,chitchat
C8876,"[""]",I'm despondent,I'm wishing for really good things for you.,chitchat
C8877,"[""]",I feel unhappy today,I'm wishing for really good things for you.,chitchat
C8878,"[""]",I'm feeling in despair today,I'm wishing for really good things for you.,chitchat
C8879,"[""]",I'm feeling downcast today,I'm wishing for really good things for you.,chitchat
C8880,"[""]",I'm feeling downhearted today,I'm wishing for really good things for you.,chitchat
C8881,"[""]",I'm feeling dumps,I'm wishing for really good things for you.,chitchat
C8882,"[""]",I'm feeling gloomy,I'm wishing for really good things for you.,chitchat
C8883,"[""]",I'm feeling gloomy today,I'm wishing for really good things for you.,chitchat
C8884,"[""]",I'm dejected today,I'm wishing for really good things for you.,chitchat
C8885,"[""]",I'm feeling hopeless,I'm wishing for really good things for you.,chitchat
C8886,"[""]",I'm feeling despondent today,I'm wishing for really good things for you.,chitchat
C8887,"[""]",I'm feeling inconsolable today,I'm wishing for really good things for you.,chitchat
C8888,"[""]",I'm feeling melancholy today,I'm wishing for really good things for you.,chitchat
C8889,"[""]",I'm feeling miserable today,I'm wishing for really good things for you.,chitchat
C8890,"[""]",I'm feeling out,I'm wishing for really good things for you.,chitchat
C8891,"[""]",I'm feeling sad,I'm wishing for really good things for you.,chitchat
C8892,"[""]",I'm feeling sad today,I'm wishing for really good things for you.,chitchat
C8893,"[""]",I'm feeling glum today,I'm wishing for really good things for you.,chitchat
C8894,"[""]",I'm despondent today,I'm wishing for really good things for you.,chitchat
C8895,"[""]",I'm down,I'm wishing for really good things for you.,chitchat
C8896,"[""]",I'm down today,I'm wishing for really good things for you.,chitchat
C8897,"[""]",I'm downcast,I'm wishing for really good things for you.,chitchat
C8898,"[""]",I'm downcast today,I'm wishing for really good things for you.,chitchat
C8899,"[""]",I'm downhearted,I'm wishing for really good things for you.,chitchat
C8900,"[""]",I'm feeling down today,I'm wishing for really good things for you.,chitchat
C8901,"[""]",I'm feeling a little down today,I'm wishing for really good things for you.,chitchat
C8902,"[""]",I'm feeling blue today,I'm wishing for really good things for you.,chitchat
C8903,"[""]",I'm feeling broken hearted,I'm wishing for really good things for you.,chitchat
C8904,"[""]",I'm feeling broken hearted today,I'm wishing for really good things for you.,chitchat
C8905,"[""]",I'm feeling bummed today,I'm wishing for really good things for you.,chitchat
C8906,"[""]",I'm feeling dejected today,I'm wishing for really good things for you.,chitchat
C8907,"[""]",I feel inconsolable today,I'm wishing for really good things for you.,chitchat
C8908,"[""]",I'm downhearted today,I'm wishing for really good things for you.,chitchat
C8909,"[""]",I am usually bummed out,I'm wishing for really good things for you.,chitchat
C8910,"[""]",I am in despair,I'm wishing for really good things for you.,chitchat
C8911,"[""]",I am inconsolable,I'm wishing for really good things for you.,chitchat
C8912,"[""]",I am melancholy,I'm wishing for really good things for you.,chitchat
C8913,"[""]",I am miserable,I'm wishing for really good things for you.,chitchat
C8914,"[""]",I am sad,I'm wishing for really good things for you.,chitchat
C8915,"[""]",I am so utterly bummed out,I'm wishing for really good things for you.,chitchat
C8916,"[""]",I feel melancholy today,I'm wishing for really good things for you.,chitchat
C8917,"[""]",I am unhappy,I'm wishing for really good things for you.,chitchat
C8918,"[""]",I am feeling broken hearted,I'm wishing for really good things for you.,chitchat
C8919,"[""]",I am usually sad,I'm wishing for really good things for you.,chitchat
C8920,"[""]",I can't stand feeling so blue,I'm wishing for really good things for you.,chitchat
C8921,"[""]",I can't stand feeling so broken hearted,I'm wishing for really good things for you.,chitchat
C8922,"[""]",I can't stand feeling so dejected,I'm wishing for really good things for you.,chitchat
C8923,"[""]",I can't stand feeling so despairing,I'm wishing for really good things for you.,chitchat
C8924,"[""]",I can't stand feeling so despondent,I'm wishing for really good things for you.,chitchat
C8925,"[""]",I am the saddest person in the world,I'm wishing for really good things for you.,chitchat
C8926,"[""]",I am dejected,I'm wishing for really good things for you.,chitchat
C8927,"[""]",Depression is such a bummer,I'm wishing for really good things for you.,chitchat
C8928,"[""]",Depression is the worst,I'm wishing for really good things for you.,chitchat
C8929,"[""]",Every day I feel down,I'm wishing for really good things for you.,chitchat
C8930,"[""]",Feeling down is the worst,I'm wishing for really good things for you.,chitchat
C8931,"[""]",Being depressed is the worst,I'm wishing for really good things for you.,chitchat
C8932,"[""]",I am always sad,I'm wishing for really good things for you.,chitchat
C8933,"[""]",I am glum,I'm wishing for really good things for you.,chitchat
C8934,"[""]",I am broken hearted,I'm wishing for really good things for you.,chitchat
C8935,"[""]",I am gloomy,I'm wishing for really good things for you.,chitchat
C8936,"[""]",I am always depressed,I'm wishing for really good things for you.,chitchat
C8937,"[""]",I am despondent,I'm wishing for really good things for you.,chitchat
C8938,"[""]",I am down,I'm wishing for really good things for you.,chitchat
C8939,"[""]",I am down in the dumps,I'm wishing for really good things for you.,chitchat
C8940,"[""]",I am downcast,I'm wishing for really good things for you.,chitchat
C8941,"[""]",I am downhearted,I'm wishing for really good things for you.,chitchat
C8942,"[""]",I can't stand feeling so downhearted,I'm wishing for really good things for you.,chitchat
C8943,"[""]",I am blue,I'm wishing for really good things for you.,chitchat
C8944,"[""]",I feel downhearted today,I'm wishing for really good things for you.,chitchat
C8945,"[""]",I can't stand feeling so down,I'm wishing for really good things for you.,chitchat
C8946,"[""]",I feel despondent today,I'm wishing for really good things for you.,chitchat
C8947,"[""]",I feel down,I'm wishing for really good things for you.,chitchat
C8948,"[""]",I feel down in the dumps,I'm wishing for really good things for you.,chitchat
C8949,"[""]",I feel down today,I'm wishing for really good things for you.,chitchat
C8950,"[""]",I feel downcast,I'm wishing for really good things for you.,chitchat
C8951,"[""]",I feel dejected today,I'm wishing for really good things for you.,chitchat
C8952,"[""]",I feel downhearted,I'm wishing for really good things for you.,chitchat
C8953,"[""]",I feel dejected,I'm wishing for really good things for you.,chitchat
C8954,"[""]",I feel gloomy,I'm wishing for really good things for you.,chitchat
C8955,"[""]",I feel gloomy today,I'm wishing for really good things for you.,chitchat
C8956,"[""]",I feel glum,I'm wishing for really good things for you.,chitchat
C8957,"[""]",I feel glum today,I'm wishing for really good things for you.,chitchat
C8958,"[""]",I feel hopeless,I'm wishing for really good things for you.,chitchat
C8959,"[""]",I feel inconsolable,I'm wishing for really good things for you.,chitchat
C8960,"[""]",I'm full of sadness,I'm wishing for really good things for you.,chitchat
C8961,"[""]",I feel downcast today,I'm wishing for really good things for you.,chitchat
C8962,"[""]",I couldn't be more dejected,I'm wishing for really good things for you.,chitchat
C8963,"[""]",I can't stand feeling so gloomy,I'm wishing for really good things for you.,chitchat
C8964,"[""]",I can't stand feeling so glum,I'm wishing for really good things for you.,chitchat
C8965,"[""]",I can't stand feeling so inconsolable,I'm wishing for really good things for you.,chitchat
C8966,"[""]",I can't stand feeling so melancholy,I'm wishing for really good things for you.,chitchat
C8967,"[""]",I can't stand feeling so miserable,I'm wishing for really good things for you.,chitchat
C8968,"[""]",I feel despondent,I'm wishing for really good things for you.,chitchat
C8969,"[""]",I can't stand feeling so unhappy,I'm wishing for really good things for you.,chitchat
C8970,"[""]",I can't stand feeling so downcast,I'm wishing for really good things for you.,chitchat
C8971,"[""]",I feel blue,I'm wishing for really good things for you.,chitchat
C8972,"[""]",I feel blue today,I'm wishing for really good things for you.,chitchat
C8973,"[""]",I feel broken hearted today,I'm wishing for really good things for you.,chitchat
C8974,"[""]",I feel bummed,I'm wishing for really good things for you.,chitchat
C8975,"[""]",I feel bummed out,I'm wishing for really good things for you.,chitchat
C8976,"[""]",I feel bummy today,I'm wishing for really good things for you.,chitchat
C8977,"[""]",I can't stand feeling so sad,I'm wishing for really good things for you.,chitchat
C8978,"[""]",I hate feeling despondent,I'm wishing for really good things for you.,chitchat
C8979,"[""]",When will I ever stop feeling so unhappy?,I'm wishing for really good things for you.,chitchat
C8980,"[""]",I hate feeling sad,I'm wishing for really good things for you.,chitchat
C8981,"[""]",I hate feeling unhappy,I'm wishing for really good things for you.,chitchat
C8982,"[""]",I hate feeling miserable,I'm wishing for really good things for you.,chitchat
C8983,"[""]",I hate feeling blue,I'm wishing for really good things for you.,chitchat
C8984,"[""]",I hate feeling gloomy,I'm wishing for really good things for you.,chitchat
C8985,"[""]",Today has made me sad,I'm wishing for really good things for you.,chitchat
C8986,"[""]",I hate feeling downhearted,I'm wishing for really good things for you.,chitchat
C8987,"[""]",When will I ever stop feeling so melancholy?,I'm wishing for really good things for you.,chitchat
C8988,"[""]",I hate feeling glum,I'm wishing for really good things for you.,chitchat
C8989,"[""]",I hate feeling melancholy,I'm wishing for really good things for you.,chitchat
C8990,"[""]",I hate feeling like I'm in despair,I'm wishing for really good things for you.,chitchat
C8991,"[""]",I hate feeling dejected,I'm wishing for really good things for you.,chitchat
C8992,"[""]",I hate feeling inconsolable,I'm wishing for really good things for you.,chitchat
C8993,"[""]",I hate feeling like I'm broken hearted,I'm wishing for really good things for you.,chitchat
C8994,"[""]",I hate feeling downcast,I'm wishing for really good things for you.,chitchat
C8995,"[""]",When will I ever stop feeling so despondent?,I'm wishing for really good things for you.,chitchat
C8996,"[""]",I'm feeling unhappy today,I'm wishing for really good things for you.,chitchat
C8997,"[""]",Today is just a little sad,I'm wishing for really good things for you.,chitchat
C8998,"[""]",Today made me sad,I'm wishing for really good things for you.,chitchat
C8999,"[""]",What can I say? I'm just feeling sad,I'm wishing for really good things for you.,chitchat
C9000,"[""]",When will I ever stop feeling so blue?,I'm wishing for really good things for you.,chitchat
C9001,"[""]",When will I ever stop feeling so broken hearted?,I'm wishing for really good things for you.,chitchat
C9002,"[""]",When will I ever stop feeling so sad?,I'm wishing for really good things for you.,chitchat
C9003,"[""]",When will I ever stop feeling so despairing?,I'm wishing for really good things for you.,chitchat
C9004,"[""]",When will I ever stop feeling so miserable?,I'm wishing for really good things for you.,chitchat
C9005,"[""]",When will I ever stop feeling so down?,I'm wishing for really good things for you.,chitchat
C9006,"[""]",When will I ever stop feeling so downcast?,I'm wishing for really good things for you.,chitchat
C9007,"[""]",When will I ever stop feeling so downhearted?,I'm wishing for really good things for you.,chitchat
C9008,"[""]",When will I ever stop feeling so gloomy?,I'm wishing for really good things for you.,chitchat
C9009,"[""]",When will I ever stop feeling so glum?,I'm wishing for really good things for you.,chitchat
C9010,"[""]",When will I ever stop feeling so inconsolable?,I'm wishing for really good things for you.,chitchat
C9011,"[""]",When will I ever stop feeling so dejected?,I'm wishing for really good things for you.,chitchat
C9012,"[""]",Today is just a little depressed,I'm wishing for really good things for you.,chitchat
C9013,"[""]",I am usually depressed,I'm wishing for really good things for you.,chitchat
C9014,"[""]","Listen, I'm just depressed",I'm wishing for really good things for you.,chitchat
C9015,"[""]",My life is just depressing,I'm wishing for really good things for you.,chitchat
C9016,"[""]",My life is so depressed,I'm wishing for really good things for you.,chitchat
C9017,"[""]",My whole life is depressing,I'm wishing for really good things for you.,chitchat
C9018,"[""]",Sometimes I just feel depressed,I'm wishing for really good things for you.,chitchat
C9019,"[""]",Lately I've been so depressed,I'm wishing for really good things for you.,chitchat
C9020,"[""]",Today has made me depressed,I'm wishing for really good things for you.,chitchat
C9021,"[""]",I've been depressed all day,I'm wishing for really good things for you.,chitchat
C9022,"[""]",This week has been depressing,I'm wishing for really good things for you.,chitchat
C9023,"[""]",Today made me depressed,I'm wishing for really good things for you.,chitchat
C9024,"[""]",What can I say? I'm just feeling depressed,I'm wishing for really good things for you.,chitchat
C9025,"[""]",When will I ever stop feeling so depressed?,I'm wishing for really good things for you.,chitchat
C9026,"[""]",I feel so melancholy,I'm wishing for really good things for you.,chitchat
C9027,"[""]",My life makes me sad,I'm wishing for really good things for you.,chitchat
C9028,"[""]",I have no life,I'm wishing for really good things for you.,chitchat
C9029,"[""]",This week has made me depressed,I'm wishing for really good things for you.,chitchat
C9030,"[""]",I'm depressed,I'm wishing for really good things for you.,chitchat
C9031,"[""]",Today has been depressing,I'm wishing for really good things for you.,chitchat
C9032,"[""]",I feel depressed today,I'm wishing for really good things for you.,chitchat
C9033,"[""]",I hate being depressed,I'm wishing for really good things for you.,chitchat
C9034,"[""]",I hate feeling depressed,I'm wishing for really good things for you.,chitchat
C9035,"[""]",I hate feeling depressed constantly,I'm wishing for really good things for you.,chitchat
C9036,"[""]",I hate feeling depressed every day,I'm wishing for really good things for you.,chitchat
C9037,"[""]",Life is so depressing,I'm wishing for really good things for you.,chitchat
C9038,"[""]",I wish I could stop feeling depressed,I'm wishing for really good things for you.,chitchat
C9039,"[""]",I can't stand feeling so depressed,I'm wishing for really good things for you.,chitchat
C9040,"[""]",I'm depressed today,I'm wishing for really good things for you.,chitchat
C9041,"[""]",I'm feeling depressed,I'm wishing for really good things for you.,chitchat
C9042,"[""]",I'm feeling depressed today,I'm wishing for really good things for you.,chitchat
C9043,"[""]",I'm just feeling a bit depressed today,I'm wishing for really good things for you.,chitchat
C9044,"[""]",I'm really depressed,I'm wishing for really good things for you.,chitchat
C9045,"[""]",I'm so depressed,I'm wishing for really good things for you.,chitchat
C9046,"[""]",I'm tired of feeling so depressed all the time,I'm wishing for really good things for you.,chitchat
C9047,"[""]",Depressing day today,I'm wishing for really good things for you.,chitchat
C9048,"[""]",I'm tired of feeling so downcast all the time,I'm wishing for really good things for you.,chitchat
C9049,"[""]",I'm sad today,I'm wishing for really good things for you.,chitchat
C9050,"[""]",I'm so sad,I'm wishing for really good things for you.,chitchat
C9051,"[""]",I'm tired of feeling so blue all the time,I'm wishing for really good things for you.,chitchat
C9052,"[""]",I'm tired of feeling so broken hearted all the time,I'm wishing for really good things for you.,chitchat
C9053,"[""]",I'm tired of feeling so dejected all the time,I'm wishing for really good things for you.,chitchat
C9054,"[""]",I'm tired of feeling so despairing all the time,I'm wishing for really good things for you.,chitchat
C9055,"[""]",Today has me feeling blue,I'm wishing for really good things for you.,chitchat
C9056,"[""]",I'm tired of feeling so down all the time,I'm wishing for really good things for you.,chitchat
C9057,"[""]",I'm out of sorts,I'm wishing for really good things for you.,chitchat
C9058,"[""]",I'm tired of feeling so downhearted all the time,I'm wishing for really good things for you.,chitchat
C9059,"[""]",I'm tired of feeling so gloomy all the time,I'm wishing for really good things for you.,chitchat
C9060,"[""]",I'm tired of feeling so glum all the time,I'm wishing for really good things for you.,chitchat
C9061,"[""]",I'm tired of feeling so melancholy all the time,I'm wishing for really good things for you.,chitchat
C9062,"[""]",I'm tired of feeling so miserable all the time,I'm wishing for really good things for you.,chitchat
C9063,"[""]",I'm tired of feeling so despondent all the time,I'm wishing for really good things for you.,chitchat
